window_start,window_end,slug,label,prob_up,return_1m,return_5m,realized_vol_5m,trade_imbalance_30s,distance_to_barrier_bps,seconds_to_close
2026-05-18T08:55:00+00:00,2026-05-18T09:00:00+00:00,btc-updown-5m-1779094500,Up,0.49367968,-0.0002095999097668777,0.0003967000175530977,0.0002165603742345178,0.0,-2.095999097668777,240
2026-05-18T09:00:00+00:00,2026-05-18T09:05:00+00:00,btc-updown-5m-1779094800,Down,0.50477422,0.0001034141210682904,0.0005202754717603675,0.00025095096199125976,0.0,1.034141210682904,240
2026-05-18T09:05:00+00:00,2026-05-18T09:10:00+00:00,btc-updown-5m-1779095100,Down,0.47421878,-0.0006199282953506247,-0.0017110929014844123,0.00037026944535087754,0.0,-6.199282953506247,240
2026-05-18T09:10:00+00:00,2026-05-18T09:15:00+00:00,btc-updown-5m-1779095400,Down,0.48328985,-0.0004723254490149875,-0.00012583228885176823,0.0002841688024913034,0.0,-4.723254490149875,240
2026-05-18T09:15:00+00:00,2026-05-18T09:20:00+00:00,btc-updown-5m-1779095700,Up,0.51823281,0.00048601468349906973,0.0006276789089867396,0.00025547939448654426,0.0,4.860146834990697,240
2026-05-18T09:20:00+00:00,2026-05-18T09:25:00+00:00,btc-updown-5m-1779096000,Up,0.50692096,0.00020515649199315256,-3.84981156733577e-05,0.0001606711160116681,0.0,2.0515649199315256,240
2026-05-18T09:25:00+00:00,2026-05-18T09:30:00+00:00,btc-updown-5m-1779096300,Down,0.498444,-7.423022862895756e-05,0.000431949879766913,0.00019983207485765018,0.0,-0.7423022862895756,240
2026-05-18T09:30:00+00:00,2026-05-18T09:35:00+00:00,btc-updown-5m-1779096600,Up,0.47970434,-0.0005422989967012182,-0.0005921957826560131,0.0003224265285700544,0.0,-5.421690506502985,240
2026-05-18T09:35:00+00:00,2026-05-18T09:40:00+00:00,btc-updown-5m-1779096900,Up,0.51124004,0.0002652120220609788,0.0008899257697059237,0.000343447215336302,0.0,2.6508198170560604,240
2026-05-18T09:40:00+00:00,2026-05-18T09:45:00+00:00,btc-updown-5m-1779097200,Down,0.48914692,-0.00029799662573715135,-0.00020457502009041395,0.00015617447990644537,0.0,-2.981265462715932,240
2026-05-18T09:45:00+00:00,2026-05-18T09:50:00+00:00,btc-updown-5m-1779097500,Up,0.49399677,-0.0001410872823144338,-0.00042054358671039793,0.00023613721620232905,0.0,-1.409572662821601,240
2026-05-18T09:50:00+00:00,2026-05-18T09:55:00+00:00,btc-updown-5m-1779097800,Down,0.50808718,0.00020439216928358483,0.00045245337935484464,0.00024233600931307213,0.0,2.042621222613228,240
2026-05-18T09:55:00+00:00,2026-05-18T10:00:00+00:00,btc-updown-5m-1779098100,Up,0.5013394,8.50755390133795e-05,-0.0006147411256094415,0.00015693285548345822,0.0,0.850755390133795,240
2026-05-18T10:00:00+00:00,2026-05-18T10:05:00+00:00,btc-updown-5m-1779098400,Down,0.49865331,-4.018997240695654e-05,3.069743000083669e-05,8.793730373983939e-05,0.0,-0.4032003179832433,240
2026-05-18T10:05:00+00:00,2026-05-18T10:10:00+00:00,btc-updown-5m-1779098700,Down,0.49408531,-0.00015412546620019452,-0.0009504204898533875,0.00022452524793065682,0.0,-0.9203840461891044,240
2026-05-18T10:10:00+00:00,2026-05-18T10:15:00+00:00,btc-updown-5m-1779099000,Down,0.49151532,-0.0002147248091274312,-0.0003802955108335171,0.0003275780769400288,0.0,-2.148549963162383,240
2026-05-18T10:15:00+00:00,2026-05-18T10:20:00+00:00,btc-updown-5m-1779099300,Down,0.49030135,-0.00023458912366625118,-0.0008801830905862396,0.0002925310000789804,0.0,-2.111351643011572,240
2026-05-18T10:20:00+00:00,2026-05-18T10:25:00+00:00,btc-updown-5m-1779099600,Up,0.50588807,0.0001621671581000239,0.00015004191005574263,0.0002278402180845443,0.0,1.6229753870899977,240
